lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
IXI083-HH-1357	1534.0	580.0	2264.0	1731.0	555.0	3313.0	4660.0	3827.0	978.0	5550.0	2575.0	3543.0	2110.0	3486.0	756.0	1504.0	1364.0	706.0	1333.0	1638.0	3941.0	1278.0	5120.0	3766.0	759.0	5232.0	7207.0	4640.0	4277.0	4058.0	296.0	457.0	391.0	2358.0	87786.6	1234860.0	1583369.45656
IXI084-Guys-0741	1073.0	630.0	2115.0	1547.0	498.0	2969.0	4812.0	3177.0	970.0	4611.0	2469.0	3170.0	1748.0	2816.0	609.0	1281.0	1452.0	593.0	1047.0	1293.0	4388.0	1094.0	5080.0	3667.0	642.0	4958.0	7401.0	5429.0	3531.0	3444.0	230.0	412.0	441.0	2070.0	81665.2	1077194.0	1482820.074
IXI085-Guys-0759	1139.0	712.0	1921.0	1536.0	398.0	2662.0	4837.0	3943.0	1017.0	4961.0	2502.0	3403.0	2146.0	4008.0	690.0	1603.0	2019.0	635.0	1410.0	1744.0	4282.0	1229.0	4442.0	3399.0	901.0	5735.0	7016.0	5458.0	4341.0	4136.0	275.0	452.0	423.0	2271.0	87633.2	1155446.0	1563642.28329
IXI086-Guys-0728	1066.0	559.0	2491.0	1471.0	554.0	3341.0	5764.0	3235.0	993.0	4777.0	2930.0	2695.0	1920.0	3202.0	789.0	1578.0	1793.0	789.0	1682.0	1346.0	4033.0	1239.0	4660.0	4321.0	1063.0	6779.0	7166.0	6625.0	4213.0	5464.0	286.0	486.0	365.0	2691.0	92360.0	1229943.0	1655565.76052
IXI087-Guys-0768	918.0	552.0	2391.0	1650.0	303.0	2768.0	4413.0	3292.0	915.0	4854.0	2538.0	3436.0	1984.0	3436.0	613.0	1288.0	1375.0	673.0	1417.0	1431.0	4056.0	1161.0	4679.0	4029.0	907.0	6492.0	6968.0	5664.0	4811.0	5211.0	233.0	444.0	522.0	2260.0	87672.7	1181826.0	1595827.50077
IXI088-Guys-0758	1127.0	783.0	2439.0	1635.0	539.0	3285.0	4750.0	3584.0	746.0	5701.0	2737.0	2883.0	1911.0	3630.0	574.0	1411.0	1366.0	613.0	1385.0	1441.0	3935.0	1279.0	4975.0	3990.0	962.0	6000.0	7688.0	5290.0	3761.0	3953.0	251.0	462.0	408.0	2144.0	87629.2	1129133.0	1561910.17751
IXI089-Guys-0757	963.0	534.0	2558.0	1411.0	500.0	3187.0	5197.0	3977.0	1032.0	5688.0	2474.0	2982.0	2253.0	3496.0	672.0	1442.0	1485.0	640.0	1195.0	1292.0	4258.0	1296.0	4974.0	4130.0	924.0	6153.0	7761.0	5826.0	3764.0	4414.0	257.0	539.0	363.0	2245.0	89884.5	1203416.0	1632655.38811
IXI090-Guys-0800	875.0	640.0	1891.0	1581.0	381.0	3118.0	4024.0	3215.0	948.0	4685.0	2636.0	3173.0	2011.0	3334.0	604.0	1268.0	1838.0	780.0	1427.0	1367.0	3854.0	1183.0	4372.0	3970.0	655.0	5766.0	7058.0	5608.0	3896.0	4894.0	255.0	476.0	392.0	2037.0	84205.7	1133998.0	1569662.20032
IXI091-Guys-0762	997.0	986.0	2314.0	1673.0	375.0	3867.0	4714.0	3763.0	1259.0	6527.0	2595.0	3786.0	1985.0	3330.0	616.0	1682.0	1570.0	745.0	1613.0	1945.0	4289.0	1300.0	5213.0	4424.0	903.0	6912.0	7581.0	5328.0	4064.0	4928.0	323.0	503.0	484.0	3002.0	95593.0	1290102.0	1779750.18612
IXI092-HH-1436	997.0	845.0	2057.0	1402.0	613.0	3472.0	4158.0	3484.0	1118.0	4845.0	2601.0	3326.0	2006.0	3082.0	677.0	1390.0	1444.0	772.0	1375.0	1653.0	4226.0	1277.0	4594.0	4073.0	817.0	6369.0	8012.0	4845.0	4580.0	4371.0	291.0	527.0	525.0	2645.0	88464.8	1275083.0	1572578.94521
IXI093-HH-1359	1127.0	597.0	2037.0	1355.0	427.0	3241.0	5033.0	3646.0	1047.0	5135.0	2665.0	2925.0	2017.0	3229.0	673.0	1284.0	2301.0	675.0	1785.0	1210.0	4326.0	1306.0	4643.0	3745.0	770.0	6869.0	6903.0	5792.0	3866.0	4465.0	332.0	429.0	408.0	2440.0	88697.9	1202270.0	1731072.88702
IXI094-HH-1355	1128.0	551.0	2552.0	1544.0	411.0	3471.0	5104.0	4480.0	1127.0	6396.0	2713.0	2661.0	1948.0	3527.0	636.0	1312.0	1662.0	659.0	1667.0	1179.0	4707.0	1226.0	5310.0	3907.0	602.0	7115.0	8111.0	5326.0	4706.0	3896.0	299.0	312.0	663.0	3261.0	94159.8	1175007.0	1643981.31033
IXI095-HH-1390	1050.0	628.0	2587.0	1401.0	565.0	2955.0	3822.0	2920.0	875.0	3802.0	2634.0	2850.0	1782.0	2891.0	667.0	1337.0	1468.0	608.0	1244.0	1567.0	4459.0	1136.0	4486.0	3883.0	666.0	4845.0	7373.0	5631.0	3825.0	3538.0	293.0	393.0	391.0	2230.0	80799.6	1141359.0	1595373.05492
IXI096-HH-1391	1158.0	628.0	2672.0	1965.0	410.0	3933.0	4537.0	4412.0	1020.0	5793.0	2873.0	3223.0	1743.0	4263.0	719.0	1179.0	2078.0	661.0	1627.0	1648.0	4916.0	1447.0	5184.0	3707.0	970.0	7003.0	8152.0	5092.0	4646.0	3864.0	269.0	497.0	450.0	2723.0	95457.4	1310841.0	1843419.9497
IXI097-HH-1619	1012.0	681.0	2219.0	1356.0	373.0	3089.0	3750.0	3134.0	834.0	4720.0	2582.0	2814.0	1644.0	2937.0	741.0	1378.0	1631.0	679.0	1187.0	1092.0	3826.0	1139.0	4240.0	3344.0	848.0	5209.0	6605.0	6416.0	3686.0	4182.0	190.0	480.0	411.0	2463.0	80841.8	1164853.0	1658671.75271
IXI098-Guys-0745	1011.0	740.0	2034.0	1556.0	387.0	2962.0	4616.0	3755.0	984.0	5936.0	2740.0	2990.0	2071.0	3394.0	698.0	1278.0	1410.0	818.0	1362.0	1400.0	4524.0	1108.0	5187.0	3536.0	831.0	5843.0	7188.0	5487.0	4236.0	4202.0	279.0	481.0	616.0	2701.0	88358.2	1188533.0	1628963.06675
IXI099-Guys-0748	1344.0	862.0	2367.0	1500.0	540.0	3360.0	5145.0	3602.0	880.0	4486.0	3268.0	2842.0	2682.0	3707.0	682.0	1687.0	1493.0	709.0	1541.0	1325.0	4779.0	1086.0	5070.0	4185.0	1181.0	6574.0	8544.0	5535.0	4609.0	5178.0	278.0	586.0	402.0	2881.0	94907.3	1378819.0	1832231.8507
IXI100-Guys-0747	1102.0	584.0	2077.0	1837.0	496.0	3482.0	4959.0	3274.0	945.0	5633.0	2771.0	3250.0	2211.0	3460.0	738.0	1263.0	1692.0	693.0	1172.0	1659.0	4332.0	1112.0	4201.0	4212.0	705.0	5229.0	6648.0	5867.0	3890.0	4358.0	289.0	529.0	408.0	2189.0	87263.2	1235596.0	1442540.72157
IXI101-Guys-0749	1410.0	615.0	2181.0	1674.0	516.0	3393.0	5348.0	3441.0	1273.0	5475.0	2578.0	3409.0	2155.0	3446.0	686.0	1422.0	1420.0	649.0	1139.0	1513.0	3879.0	1175.0	5308.0	4631.0	758.0	5612.0	7512.0	6663.0	4861.0	4762.0	259.0	431.0	486.0	2713.0	92735.5	1341672.0	1768954.93601
IXI102-HH-1416	1044.0	657.0	2078.0	2021.0	410.0	3212.0	4305.0	2766.0	860.0	5973.0	2594.0	3480.0	2053.0	2750.0	567.0	1160.0	1535.0	712.0	1431.0	1792.0	4068.0	1153.0	4497.0	3821.0	751.0	5440.0	6727.0	5648.0	3523.0	3408.0	285.0	427.0	445.0	2193.0	83779.9	1130239.0	1546093.79692
IXI103-Guys-0750	1087.0	564.0	2724.0	1180.0	423.0	3812.0	4996.0	4028.0	945.0	4760.0	2891.0	2779.0	2134.0	3691.0	681.0	1516.0	1429.0	750.0	1254.0	1094.0	4354.0	1289.0	4896.0	3922.0	794.0	6935.0	7314.0	5659.0	3986.0	4550.0	255.0	470.0	377.0	2309.0	89835.0	1234148.0	1697378.75553
IXI104-HH-1450	1019.0	446.0	1733.0	1496.0	389.0	2712.0	3876.0	3504.0	1077.0	4783.0	2354.0	3328.0	1606.0	3196.0	695.0	1044.0	1543.0	651.0	1289.0	1234.0	3898.0	915.0	4396.0	3682.0	523.0	4838.0	6373.0	5421.0	3682.0	4133.0	232.0	446.0	461.0	2083.0	79042.0	1046760.0	1447945.19999
IXI105-HH-1471	1026.0	604.0	2189.0	1570.0	625.0	3272.0	3991.0	3532.0	810.0	4660.0	2530.0	3107.0	2090.0	3225.0	658.0	1233.0	1377.0	768.0	1392.0	1540.0	4224.0	1018.0	4486.0	3754.0	748.0	5847.0	6995.0	5380.0	3697.0	4031.0	216.0	422.0	511.0	2218.0	83744.0	1208178.0	1653050.90315
IXI106-Guys-0760	998.0	780.0	1995.0	1706.0	655.0	4323.0	4953.0	4375.0	1128.0	5559.0	3405.0	2811.0	2352.0	3795.0	921.0	1518.0	1352.0	941.0	1463.0	1455.0	4365.0	1377.0	5564.0	4026.0	987.0	6523.0	8930.0	6121.0	4609.0	4495.0	307.0	617.0	502.0	2863.0	97744.1	1402976.0	1853587.61698
IXI107-Guys-0761	791.0	510.0	2116.0	1364.0	380.0	2879.0	3850.0	3488.0	770.0	4204.0	2266.0	2617.0	2008.0	2847.0	634.0	1238.0	1776.0	526.0	1335.0	1193.0	3161.0	1092.0	4540.0	2798.0	781.0	5291.0	6752.0	4963.0	3730.0	3298.0	211.0	435.0	419.0	1962.0	76220.4	1019165.0	1275115.26019
IXI108-Guys-0865	993.0	664.0	3030.0	1617.0	571.0	3153.0	4393.0	4352.0	982.0	5246.0	3174.0	3166.0	1743.0	3498.0	605.0	1363.0	1720.0	776.0	1611.0	1490.0	4458.0	1191.0	5486.0	4003.0	1072.0	7382.0	8525.0	4939.0	4397.0	3914.0	307.0	592.0	446.0	2964.0	93814.2	1259357.0	1669907.57782
IXI109-Guys-0732	895.0	529.0	2428.0	1629.0	472.0	2826.0	4564.0	3636.0	1080.0	5509.0	2593.0	2857.0	1821.0	2832.0	672.0	1392.0	1617.0	630.0	1176.0	1465.0	4323.0	1190.0	4882.0	4266.0	818.0	5439.0	6734.0	5785.0	3649.0	3496.0	238.0	507.0	433.0	2254.0	84631.4	1129588.0	1452015.53285
IXI110-Guys-0733	984.0	414.0	1687.0	1356.0	393.0	2899.0	4611.0	3632.0	1012.0	4765.0	2462.0	2920.0	1669.0	3214.0	698.0	1357.0	1614.0	624.0	1165.0	1306.0	3965.0	916.0	4628.0	3882.0	779.0	5162.0	7842.0	5523.0	3648.0	3720.0	277.0	490.0	418.0	2410.0	82399.0	1155592.0	1553613.60759
IXI111-Guys-0734	1109.0	733.0	2921.0	1803.0	475.0	2854.0	4667.0	4025.0	1219.0	5203.0	2751.0	3148.0	1970.0	3402.0	692.0	1479.0	1616.0	582.0	1267.0	1697.0	4340.0	1313.0	5326.0	4023.0	1035.0	6375.0	7937.0	5562.0	4246.0	4315.0	214.0	535.0	487.0	2283.0	91596.8	1263587.0	1683964.89727
IXI112-Guys-0735	1003.0	736.0	2461.0	1652.0	415.0	3333.0	4569.0	3500.0	981.0	5227.0	2675.0	3084.0	1879.0	3644.0	628.0	1555.0	2238.0	666.0	1333.0	1569.0	4039.0	1197.0	4865.0	4127.0	727.0	5829.0	7574.0	6023.0	4191.0	4053.0	238.0	513.0	424.0	2388.0	89322.6	1243681.0	1635953.15155
IXI113-Guys-0776	908.0	504.0	2009.0	1683.0	387.0	3050.0	4603.0	2805.0	736.0	5294.0	2191.0	2850.0	1739.0	3001.0	636.0	1256.0	1656.0	593.0	1222.0	1498.0	3879.0	946.0	4512.0	3554.0	797.0	4937.0	6592.0	4732.0	3208.0	3399.0	209.0	482.0	385.0	2240.0	78454.5	1036795.0	1407971.41309
IXI114-Guys-0737	755.0	392.0	2242.0	1284.0	347.0	2829.0	3856.0	2993.0	767.0	4349.0	2305.0	2665.0	1594.0	2367.0	623.0	1146.0	1357.0	614.0	994.0	1347.0	3854.0	841.0	4688.0	3599.0	635.0	4626.0	6332.0	4758.0	3112.0	3573.0	176.0	454.0	406.0	2167.0	74036.6	947726.0	1295261.42152
IXI115-Guys-0738	1154.0	686.0	1915.0	1358.0	599.0	2716.0	4856.0	3377.0	910.0	5137.0	2371.0	2942.0	1776.0	3205.0	549.0	1354.0	1247.0	621.0	1219.0	1262.0	3976.0	1208.0	4829.0	3685.0	696.0	5229.0	5942.0	5003.0	4174.0	4342.0	245.0	540.0	361.0	2574.0	82054.9	1096957.0	1562978.42857
IXI116-Guys-0739	732.0	467.0	1917.0	1634.0	706.0	3876.0	4554.0	4098.0	993.0	5764.0	2717.0	2875.0	1820.0	3766.0	719.0	1360.0	2035.0	789.0	1616.0	1619.0	4500.0	1151.0	5233.0	3956.0	754.0	6711.0	7711.0	5838.0	3735.0	4392.0	286.0	508.0	535.0	2800.0	92079.5	1198822.0	1521401.84871
IXI117-Guys-0763	996.0	450.0	1961.0	1422.0	387.0	2844.0	4321.0	3461.0	873.0	5653.0	2653.0	3224.0	1998.0	3429.0	616.0	1286.0	1874.0	715.0	1639.0	1329.0	3755.0	892.0	4377.0	3891.0	659.0	5795.0	7369.0	5355.0	3654.0	4174.0	305.0	461.0	297.0	2331.0	84443.5	1080151.0	1494077.14526
IXI118-Guys-0764	811.0	527.0	2170.0	1541.0	511.0	2844.0	5049.0	3749.0	913.0	4846.0	2434.0	2959.0	1831.0	3220.0	500.0	1267.0	1332.0	667.0	1090.0	1432.0	3434.0	992.0	4832.0	3208.0	822.0	5742.0	7190.0	4858.0	3570.0	3245.0	226.0	578.0	396.0	2046.0	80824.5	1057835.0	1438513.13186
IXI119-Guys-0765	851.0	325.0	2283.0	1362.0	378.0	2476.0	3586.0	2522.0	726.0	3718.0	2474.0	2600.0	1437.0	2542.0	634.0	1263.0	1191.0	608.0	1123.0	1393.0	3481.0	876.0	3915.0	3189.0	633.0	5215.0	7284.0	4609.0	3078.0	3463.0	235.0	453.0	340.0	2184.0	72445.1	991306.0	1278637.59508
IXI120-Guys-0766	764.0	700.0	1740.0	1199.0	562.0	3289.0	3646.0	3538.0	732.0	4292.0	2514.0	2538.0	1781.0	2796.0	608.0	1299.0	1467.0	651.0	1337.0	1059.0	3625.0	1074.0	4357.0	3568.0	874.0	4615.0	6058.0	4447.0	2914.0	2765.0	242.0	475.0	343.0	2366.0	74156.4	1013178.0	1244802.94761
IXI121-Guys-0772	928.0	642.0	2208.0	1444.0	674.0	3393.0	4477.0	3700.0	926.0	4993.0	2821.0	2894.0	1942.0	3159.0	706.0	1190.0	1712.0	735.0	1415.0	1335.0	3888.0	1108.0	5017.0	3470.0	578.0	5391.0	6811.0	5478.0	3566.0	3721.0	229.0	555.0	413.0	2379.0	83889.3	1165325.0	1583930.07251
IXI122-Guys-0773	850.0	630.0	1986.0	1887.0	581.0	3308.0	4602.0	3124.0	952.0	5612.0	2640.0	3266.0	1741.0	2952.0	662.0	1336.0	1664.0	788.0	1576.0	1957.0	3358.0	981.0	4456.0	3654.0	1046.0	6395.0	7349.0	5015.0	4179.0	3629.0	257.0	507.0	467.0	2611.0	86010.7	1190812.0	1611350.15823
IXI123-Guys-0774	702.0	435.0	1877.0	1514.0	442.0	3098.0	3724.0	3059.0	846.0	4894.0	2218.0	3169.0	1612.0	2602.0	596.0	1266.0	1325.0	532.0	962.0	1429.0	3218.0	754.0	4264.0	3076.0	541.0	4796.0	5516.0	4706.0	2973.0	2897.0	253.0	399.0	317.0	1799.0	71803.7	1039687.0	1332649.65442
IXI126-HH-1437	1485.0	601.0	2485.0	1596.0	417.0	3833.0	4641.0	4440.0	984.0	6239.0	3408.0	3445.0	2554.0	4107.0	713.0	1508.0	1534.0	805.0	1551.0	1407.0	4518.0	935.0	5076.0	3893.0	958.0	6418.0	8414.0	5659.0	5085.0	5227.0	268.0	437.0	563.0	2678.0	97877.0	1297684.0	1874287.05381
IXI127-HH-1451	1292.0	475.0	1677.0	1383.0	438.0	3076.0	4703.0	3527.0	805.0	4592.0	2774.0	2232.0	2323.0	3863.0	624.0	1471.0	1488.0	782.0	1369.0	920.0	3784.0	1122.0	4358.0	3504.0	879.0	5875.0	7256.0	5091.0	4356.0	3850.0	262.0	574.0	499.0	2429.0	83654.0	1154608.0	1543670.61105
IXI128-HH-1470	791.0	388.0	2325.0	1609.0	466.0	2786.0	4085.0	3683.0	755.0	4392.0	2812.0	2968.0	1946.0	3164.0	678.0	1303.0	1511.0	703.0	1309.0	1658.0	3597.0	1025.0	4520.0	3184.0	824.0	5607.0	7741.0	4998.0	4045.0	4221.0	207.0	490.0	472.0	2364.0	82614.3	1140373.0	1501754.25482
IXI129-Guys-0775	1264.0	802.0	2626.0	1947.0	709.0	3460.0	6017.0	4923.0	1084.0	5464.0	2857.0	3193.0	2200.0	4641.0	526.0	1649.0	1354.0	684.0	1110.0	1387.0	4981.0	1227.0	5983.0	4780.0	994.0	6710.0	8619.0	5995.0	4489.0	5494.0	299.0	584.0	411.0	2459.0	100852.0	1413493.0	1894656.96621
IXI130-HH-1528	1036.0	349.0	2098.0	1794.0	349.0	3248.0	4435.0	3543.0	858.0	5462.0	2994.0	4152.0	2214.0	3237.0	667.0	1607.0	1701.0	980.0	1337.0	2066.0	5046.0	1010.0	5516.0	4439.0	875.0	6788.0	8057.0	6392.0	4026.0	4992.0	264.0	513.0	465.0	2377.0	94884.5	1257518.0	1751465.80627
IXI131-HH-1527	918.0	659.0	2494.0	1925.0	609.0	3563.0	4510.0	4898.0	1063.0	5992.0	2931.0	3437.0	2201.0	4387.0	788.0	1374.0	1510.0	699.0	1306.0	1855.0	4075.0	1396.0	5192.0	3988.0	998.0	6345.0	7746.0	5817.0	4252.0	3230.0	289.0	602.0	458.0	2515.0	94006.3	1299589.0	1783641.62445
IXI132-HH-1415	906.0	729.0	2050.0	1413.0	379.0	3301.0	4434.0	3460.0	817.0	4755.0	2713.0	2562.0	1799.0	2987.0	694.0	1164.0	1427.0	714.0	1259.0	1078.0	4111.0	1081.0	4742.0	3581.0	882.0	4903.0	6403.0	5237.0	3543.0	3249.0	257.0	363.0	459.0	2315.0	79748.4	1148357.0	1590345.52195
IXI134-Guys-0780	895.0	665.0	2769.0	1524.0	550.0	3656.0	4511.0	3984.0	946.0	5202.0	2868.0	2736.0	2130.0	3677.0	723.0	1315.0	1763.0	651.0	1347.0	1225.0	4671.0	1229.0	5289.0	3822.0	799.0	5936.0	8013.0	5409.0	4294.0	4184.0	282.0	473.0	508.0	2408.0	90437.3	1261008.0	1698869.27871
IXI135-Guys-0779	934.0	605.0	2732.0	1627.0	328.0	3357.0	3803.0	3582.0	954.0	5443.0	2904.0	2937.0	1834.0	3124.0	635.0	1240.0	1464.0	817.0	1298.0	1353.0	3957.0	1247.0	4917.0	3596.0	706.0	5873.0	7491.0	5163.0	3586.0	3476.0	223.0	487.0	446.0	2500.0	84642.1	1140963.0	1532260.56698
IXI136-HH-1452	1089.0	530.0	2672.0	1785.0	445.0	3029.0	4227.0	3660.0	1107.0	6019.0	2917.0	3424.0	2172.0	3432.0	637.0	1514.0	1777.0	756.0	1713.0	1661.0	5732.0	1183.0	5641.0	4491.0	825.0	6714.0	7671.0	7105.0	4296.0	4914.0	284.0	458.0	532.0	2467.0	96873.3	1346537.0	1869404.60045
IXI137-HH-1472	1156.0	574.0	2421.0	1530.0	493.0	2954.0	4442.0	3108.0	1014.0	5328.0	2361.0	3319.0	1575.0	3424.0	646.0	1234.0	1592.0	674.0	1235.0	1334.0	4487.0	1109.0	4687.0	3731.0	952.0	5266.0	7017.0	5840.0	3893.0	3830.0	275.0	446.0	436.0	2559.0	84940.5	1198914.0	1621306.37083
IXI138-Guys-0746	1020.0	755.0	2224.0	1675.0	351.0	4071.0	5033.0	3802.0	1018.0	6433.0	2858.0	3798.0	2139.0	3354.0	757.0	1560.0	1710.0	780.0	1558.0	1739.0	4614.0	1154.0	4730.0	4137.0	904.0	7154.0	7209.0	6961.0	4030.0	4987.0	252.0	520.0	401.0	2433.0	96119.0	1279556.0	1684318.44315
IXI139-Guys-0815	1305.0	816.0	2304.0	1601.0	614.0	3483.0	4366.0	3667.0	1170.0	5519.0	2819.0	3235.0	2314.0	3192.0	598.0	1403.0	1506.0	640.0	1127.0	1688.0	6425.0	1373.0	5224.0	4417.0	933.0	6927.0	8137.0	5728.0	4380.0	4419.0	307.0	526.0	552.0	2369.0	95076.2	1269963.0	1634171.29151
IXI140-Guys-0787	842.0	826.0	1870.0	1348.0	376.0	3043.0	4191.0	3130.0	1064.0	5316.0	2718.0	3147.0	1939.0	3004.0	628.0	1315.0	1430.0	838.0	1666.0	1170.0	3958.0	1252.0	4671.0	3549.0	855.0	5908.0	6269.0	5449.0	3486.0	4175.0	274.0	427.0	468.0	2388.0	82975.9	1115754.0	1465351.77912
IXI141-Guys-0789	852.0	496.0	2364.0	1459.0	454.0	3024.0	4429.0	2770.0	914.0	4864.0	2312.0	2859.0	1872.0	2821.0	554.0	1308.0	1443.0	522.0	1029.0	1276.0	3477.0	1024.0	4073.0	3251.0	909.0	4535.0	6438.0	4532.0	3588.0	3230.0	210.0	510.0	406.0	2317.0	76115.4	1030284.0	1468222.47622
IXI142-Guys-0786	850.0	564.0	1993.0	1733.0	343.0	2766.0	4322.0	3308.0	888.0	4878.0	2252.0	3150.0	1742.0	3045.0	558.0	1098.0	1511.0	623.0	1233.0	1807.0	3912.0	1187.0	4678.0	3489.0	648.0	5128.0	6298.0	5185.0	3633.0	3340.0	256.0	381.0	399.0	2178.0	79376.1	1070883.0	1449021.60516
IXI143-Guys-0785	704.0	546.0	1723.0	1373.0	466.0	3122.0	3775.0	3234.0	853.0	4972.0	2680.0	2485.0	1644.0	2505.0	589.0	1192.0	1333.0	618.0	1163.0	1164.0	3117.0	1065.0	4235.0	3314.0	649.0	5939.0	6945.0	4367.0	3216.0	2971.0	228.0	452.0	344.0	1943.0	74914.2	1042046.0	1345723.44135
IXI144-Guys-0788	858.0	563.0	2205.0	1174.0	395.0	2699.0	3931.0	3033.0	959.0	5020.0	2671.0	2817.0	1976.0	2874.0	593.0	1324.0	1482.0	685.0	1100.0	1008.0	3933.0	1135.0	4650.0	3358.0	769.0	5950.0	6964.0	5075.0	3813.0	3654.0	230.0	489.0	392.0	2013.0	79780.1	1091567.0	1402222.47705
IXI145-Guys-0781	1061.0	716.0	2259.0	1276.0	393.0	3430.0	5391.0	3836.0	1174.0	4983.0	2762.0	2427.0	1803.0	3566.0	772.0	1431.0	1506.0	623.0	1278.0	1047.0	4577.0	1268.0	4829.0	4136.0	1049.0	5503.0	7582.0	5630.0	3888.0	5442.0	282.0	467.0	530.0	2622.0	89531.0	1199551.0	1780119.3104
IXI146-HH-1389	903.0	720.0	2552.0	1425.0	466.0	3192.0	3836.0	3743.0	1034.0	4747.0	2762.0	3774.0	2081.0	3609.0	752.0	1390.0	1824.0	785.0	1521.0	1616.0	4258.0	1166.0	5465.0	4231.0	909.0	6016.0	7631.0	5673.0	4209.0	3985.0	249.0	416.0	513.0	2376.0	89816.7	1268002.0	1696075.30535
IXI148-HH-1453	1157.0	849.0	2203.0	1597.0	531.0	3108.0	5305.0	3659.0	969.0	4846.0	2768.0	3266.0	1994.0	3403.0	597.0	1488.0	1683.0	676.0	1278.0	1581.0	4155.0	1241.0	4449.0	3694.0	1064.0	6092.0	6460.0	5788.0	3706.0	4130.0	251.0	448.0	398.0	2558.0	87386.1	1211181.0	1763796.52474
IXI150-HH-1550	834.0	468.0	2290.0	1439.0	482.0	2799.0	3973.0	2652.0	622.0	4556.0	2242.0	2519.0	1623.0	2645.0	666.0	1010.0	1317.0	616.0	1088.0	1142.0	3440.0	853.0	4417.0	3302.0	696.0	5130.0	6409.0	4644.0	3502.0	3778.0	214.0	496.0	419.0	1958.0	74224.6	984612.0	1286150.08498
IXI151-Guys-0793	828.0	455.0	1879.0	1585.0	415.0	2824.0	4749.0	3782.0	797.0	5459.0	2846.0	3210.0	2180.0	3130.0	708.0	1454.0	1430.0	595.0	1100.0	1298.0	3671.0	894.0	4829.0	4250.0	791.0	5005.0	7200.0	5287.0	4087.0	3935.0	317.0	509.0	488.0	2582.0	84552.6	1168374.0	1551776.16685
IXI153-Guys-0782	1107.0	1136.0	2198.0	1381.0	532.0	3616.0	5269.0	4085.0	987.0	5814.0	2952.0	2745.0	2222.0	3821.0	726.0	1291.0	1715.0	710.0	1633.0	1314.0	4649.0	1295.0	4557.0	4069.0	1197.0	6813.0	8169.0	5082.0	4340.0	4582.0	288.0	483.0	543.0	2481.0	93753.8	1224466.0	1625731.72577
IXI154-Guys-0821	816.0	444.0	2109.0	1709.0	338.0	2535.0	3700.0	2992.0	816.0	4980.0	2518.0	2800.0	1813.0	3390.0	569.0	1306.0	1347.0	631.0	1133.0	1281.0	4508.0	920.0	4862.0	4440.0	759.0	5172.0	7838.0	5423.0	3877.0	3885.0	237.0	437.0	436.0	2379.0	82400.3	1124546.0	1556067.69046
IXI156-Guys-0837	1073.0	713.0	2367.0	1209.0	444.0	3203.0	4215.0	3638.0	1017.0	5216.0	2491.0	3024.0	1846.0	3163.0	622.0	1219.0	1394.0	719.0	1006.0	1198.0	4162.0	968.0	4682.0	3228.0	928.0	4963.0	5941.0	4110.0	3793.0	3689.0	297.0	443.0	398.0	2185.0	79559.7	1160239.0	1585971.31321
IXI157-Guys-0816	738.0	1036.0	2666.0	1163.0	489.0	3275.0	3602.0	4055.0	1323.0	5043.0	3254.0	3217.0	2272.0	3344.0	728.0	1453.0	1837.0	771.0	1602.0	1076.0	3997.0	1442.0	4985.0	4413.0	1182.0	6017.0	7920.0	5911.0	3947.0	4409.0	240.0	556.0	406.0	2639.0	90990.2	1226259.0	1647097.56715
IXI158-Guys-0783	955.0	583.0	1903.0	1108.0	441.0	2627.0	4154.0	2840.0	803.0	4110.0	2353.0	2477.0	1673.0	2810.0	683.0	1231.0	1543.0	643.0	1243.0	932.0	3691.0	1059.0	4612.0	3162.0	781.0	4885.0	6221.0	4283.0	3423.0	3923.0	232.0	378.0	371.0	2185.0	74298.5	986503.0	1442948.44164
IXI159-HH-1549	750.0	441.0	2073.0	1783.0	289.0	2720.0	3254.0	2991.0	718.0	4699.0	2230.0	3075.0	1861.0	2509.0	603.0	1216.0	1348.0	694.0	1153.0	1744.0	3526.0	870.0	3903.0	2922.0	624.0	5451.0	6566.0	4679.0	3245.0	2949.0	247.0	409.0	385.0	1902.0	73824.7	992614.0	1423941.51752
IXI160-HH-1637	850.0	437.0	1781.0	1512.0	324.0	2643.0	2901.0	2749.0	822.0	4852.0	2283.0	3327.0	1596.0	2705.0	625.0	1172.0	1284.0	556.0	1198.0	1264.0	4136.0	981.0	3905.0	3367.0	692.0	5043.0	6587.0	4500.0	3839.0	3942.0	209.0	406.0	425.0	2050.0	74959.7	996209.0	1277836.84188
